"REF_DATE","GEO","DGUID","Primary heating system and type of energy","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2013","Québec, Quebec","2011S0503421","Wood or wood pellets","Percent","239","units ","0","v107791360","18.44","4","E","","","0"
"2013","Québec, Quebec","2011S0503421","Wood (excluding wood pellets)","Percent","239","units ","0","v107791361","18.45","","F","","","0"
"2013","Québec, Quebec","2011S0503421","Wood pellets","Percent","239","units ","0","v107791362","18.46","","F","","","0"
"2013","Québec, Quebec","2011S0503421","Propane","Percent","239","units ","0","v107791363","18.47","","F","","","0"
"2013","Québec, Quebec","2011S0503421","Other fuel","Percent","239","units ","0","v107791364","18.48","","F","","","0"
"2013","Québec, Quebec","2011S0503421","Forced air furnace","Percent","239","units ","0","v95637975","18.1","9","E","","","0"
"2013","Québec, Quebec","2011S0503421","Electric forced air furnace","Percent","239","units ","0","v95637976","18.2","79","","","","0"
"2013","Québec, Quebec","2011S0503421","Natural gas forced air furnace","Percent","239","units ","0","v95637977","18.3","","F","","","0"
"2013","Québec, Quebec","2011S0503421","Oil forced air furnace","Percent","239","units ","0","v95637978","18.4","","F","","","0"
"2013","Québec, Quebec","2011S0503421","Wood or wood pellets forced air furnace","Percent","239","units ","0","v95637979","18.5","","F","","","0"
"2013","Québec, Quebec","2011S0503421","Wood (excluding wood pellets) forced air furnace","Percent","239","units ","0","v95637980","18.6","","F","","","0"
"2013","Québec, Quebec","2011S0503421","Wood pellets forced air furnace","Percent","239","units ","0","v95637981","18.7","","F","","","0"
"2013","Québec, Quebec","2011S0503421","Propane forced air furnace","Percent","239","units ","0","v95637982","18.8","","F","","","0"
"2013","Québec, Quebec","2011S0503421","Other fuel forced air furnace","Percent","239","units ","0","v95637983","18.9","","F","","","0"
"2013","Québec, Quebec","2011S0503421","Electric baseboard heaters","Percent","239","units ","0","v95637984","18.10","72","","","","0"
"2013","Québec, Quebec","2011S0503421","Heating stove","Percent","239","units ","0","v95637985","18.11","","F","","","0"
"2013","Québec, Quebec","2011S0503421","Electric heating stove","Percent","239","units ","0","v95637986","18.12","","F","","","0"
"2013","Québec, Quebec","2011S0503421","Natural gas heating stove","Percent","239","units ","0","v95637987","18.13","","F","","","0"
"2013","Québec, Quebec","2011S0503421","Oil heating stove","Percent","239","units ","0","v95637988","18.14","","F","","","0"
"2013","Québec, Quebec","2011S0503421","Wood heating stove","Percent","239","units ","0","v95637989","18.15","","F","","","0"
"2013","Québec, Quebec","2011S0503421","Wood (excluding wood pellets) heating stove","Percent","239","units ","0","v95637990","18.16","","F","","","0"
"2013","Québec, Quebec","2011S0503421","Wood pellets heating stove","Percent","239","units ","0","v95637991","18.17","","F","","","0"
"2013","Québec, Quebec","2011S0503421","Propane heating stove","Percent","239","units ","0","v95637992","18.18","","F","","","0"
"2013","Québec, Quebec","2011S0503421","Other fuel heating stove","Percent","239","units ","0","v95637993","18.19","","F","","","0"
"2013","Québec, Quebec","2011S0503421","Boiler with hot water or steam radiators","Percent","239","units ","0","v95637994","18.20","11","E","","","0"
"2013","Québec, Quebec","2011S0503421","Electric boiler with hot water or steam radiators","Percent","239","units ","0","v95637995","18.21","","F","","","0"
"2013","Québec, Quebec","2011S0503421","Natural gas boiler with hot water or steam radiators","Percent","239","units ","0","v95637996","18.22","","F","","","0"
"2013","Québec, Quebec","2011S0503421","Oil boiler with hot water or steam radiators","Percent","239","units ","0","v95637997","18.23","","F","","","0"
"2013","Québec, Quebec","2011S0503421","Wood boiler with hot water or steam radiators","Percent","239","units ","0","v95637998","18.24","","F","","","0"
"2013","Québec, Quebec","2011S0503421","Wood (excluding wood pellets) boiler with hot water or steam radiators","Percent","239","units ","0","v95637999","18.25","","F","","","0"
"2013","Québec, Quebec","2011S0503421","Wood pellets boiler with hot water or steam radiators","Percent","239","units ","0","v95638000","18.26","","F","","","0"
"2013","Québec, Quebec","2011S0503421","Propane boiler with hot water or steam radiators","Percent","239","units ","0","v95638001","18.27","","F","","","0"
"2013","Québec, Quebec","2011S0503421","Other fuel boiler with hot water or steam radiators","Percent","239","units ","0","v95638002","18.28","","F","","","0"
"2013","Québec, Quebec","2011S0503421","Electric radiant heating","Percent","239","units ","0","v95638003","18.29","","F","","","0"
"2013","Québec, Quebec","2011S0503421","Heat pump","Percent","239","units ","0","v95638004","18.30","","F","","","0"
"2013","Québec, Quebec","2011S0503421","Other type of heating system","Percent","239","units ","0","v95638005","18.31","","F","","","0"
"2013","Québec, Quebec","2011S0503421","Other electric heating system","Percent","239","units ","0","v95638006","18.32","","F","","","0"
"2013","Québec, Quebec","2011S0503421","Other natural gas heating system","Percent","239","units ","0","v95638007","18.33","","F","","","0"
"2013","Québec, Quebec","2011S0503421","Other oil heating system","Percent","239","units ","0","v95638008","18.34","","F","","","0"
"2013","Québec, Quebec","2011S0503421","Other wood heating system","Percent","239","units ","0","v95638009","18.35","","F","","","0"
"2013","Québec, Quebec","2011S0503421","Other wood (excluding wood pellets) heating system","Percent","239","units ","0","v95638010","18.36","","F","","","0"
"2013","Québec, Quebec","2011S0503421","Other wood pellets heating system","Percent","239","units ","0","v95638011","18.37","","F","","","0"
"2013","Québec, Quebec","2011S0503421","Other propane heating system","Percent","239","units ","0","v95638012","18.38","","F","","","0"
"2013","Québec, Quebec","2011S0503421","Other fuel heating system","Percent","239","units ","0","v95638013","18.39","","F","","","0"
"2013","Sherbrooke, Quebec","2011S0503433","All primary heating systems","Percent","239","units ","0","v107791365","19.40","98","","","","0"
"2013","Sherbrooke, Quebec","2011S0503433","Electricity","Percent","239","units ","0","v107791366","19.41","84","","","","0"
"2013","Sherbrooke, Quebec","2011S0503433","Natural gas","Percent","239","units ","0","v107791367","19.42","","F","","","0"
"2013","Sherbrooke, Quebec","2011S0503433","Oil","Percent","239","units ","0","v107791368","19.43","","F","","","0"
"2013","Sherbrooke, Quebec","2011S0503433","Wood or wood pellets","Percent","239","units ","0","v107791369","19.44","","F","","","0"
"2013","Sherbrooke, Quebec","2011S0503433","Wood (excluding wood pellets)","Percent","239","units ","0","v107791370","19.45","","F","","","0"
"2013","Sherbrooke, Quebec","2011S0503433","Wood pellets","Percent","239","units ","0","v107791371","19.46","","F","","","0"
"2013","Sherbrooke, Quebec","2011S0503433","Propane","Percent","239","units ","0","v107791372","19.47","","F","","","0"
"2013","Sherbrooke, Quebec","2011S0503433","Other fuel","Percent","239","units ","0","v107791373","19.48","","F","","","0"
"2013","Sherbrooke, Quebec","2011S0503433","Forced air furnace","Percent","239","units ","0","v95638014","19.1","","F","","","0"
"2013","Sherbrooke, Quebec","2011S0503433","Electric forced air furnace","Percent","239","units ","0","v95638015","19.2","","F","","","0"
"2013","Sherbrooke, Quebec","2011S0503433","Natural gas forced air furnace","Percent","239","units ","0","v95638016","19.3","","F","","","0"
"2013","Sherbrooke, Quebec","2011S0503433","Oil forced air furnace","Percent","239","units ","0","v95638017","19.4","","F","","","0"
"2013","Sherbrooke, Quebec","2011S0503433","Wood or wood pellets forced air furnace","Percent","239","units ","0","v95638018","19.5","","F","","","0"
"2013","Sherbrooke, Quebec","2011S0503433","Wood (excluding wood pellets) forced air furnace","Percent","239","units ","0","v95638019","19.6","","F","","","0"
"2013","Sherbrooke, Quebec","2011S0503433","Wood pellets forced air furnace","Percent","239","units ","0","v95638020","19.7","","F","","","0"
"2013","Sherbrooke, Quebec","2011S0503433","Propane forced air furnace","Percent","239","units ","0","v95638021","19.8","","F","","","0"
"2013","Sherbrooke, Quebec","2011S0503433","Other fuel forced air furnace","Percent","239","units ","0","v95638022","19.9","","F","","","0"
"2013","Sherbrooke, Quebec","2011S0503433","Electric baseboard heaters","Percent","239","units ","0","v95638023","19.10","70","","","","0"
"2013","Sherbrooke, Quebec","2011S0503433","Heating stove","Percent","239","units ","0","v95638024","19.11","","F","","","0"
"2013","Sherbrooke, Quebec","2011S0503433","Electric heating stove","Percent","239","units ","0","v95638025","19.12","","F","","","0"
"2013","Sherbrooke, Quebec","2011S0503433","Natural gas heating stove","Percent","239","units ","0","v95638026","19.13","","F","","","0"
"2013","Sherbrooke, Quebec","2011S0503433","Oil heating stove","Percent","239","units ","0","v95638027","19.14","","F","","","0"
"2013","Sherbrooke, Quebec","2011S0503433","Wood heating stove","Percent","239","units ","0","v95638028","19.15","","F","","","0"
"2013","Sherbrooke, Quebec","2011S0503433","Wood (excluding wood pellets) heating stove","Percent","239","units ","0","v95638029","19.16","","F","","","0"
"2013","Sherbrooke, Quebec","2011S0503433","Wood pellets heating stove","Percent","239","units ","0","v95638030","19.17","","F","","","0"
"2013","Sherbrooke, Quebec","2011S0503433","Propane heating stove","Percent","239","units ","0","v95638031","19.18","","F","","","0"
"2013","Sherbrooke, Quebec","2011S0503433","Other fuel heating stove","Percent","239","units ","0","v95638032","19.19","","F","","","0"
"2013","Sherbrooke, Quebec","2011S0503433","Boiler with hot water or steam radiators","Percent","239","units ","0","v95638033","19.20","","F","","","0"
"2013","Sherbrooke, Quebec","2011S0503433","Electric boiler with hot water or steam radiators","Percent","239","units ","0","v95638034","19.21","","F","","","0"
"2013","Sherbrooke, Quebec","2011S0503433","Natural gas boiler with hot water or steam radiators","Percent","239","units ","0","v95638035","19.22","","F","","","0"
"2013","Sherbrooke, Quebec","2011S0503433","Oil boiler with hot water or steam radiators","Percent","239","units ","0","v95638036","19.23","","F","","","0"
"2013","Sherbrooke, Quebec","2011S0503433","Wood boiler with hot water or steam radiators","Percent","239","units ","0","v95638037","19.24","","F","","","0"
"2013","Sherbrooke, Quebec","2011S0503433","Wood (excluding wood pellets) boiler with hot water or steam radiators","Percent","239","units ","0","v95638038","19.25","","F","","","0"
"2013","Sherbrooke, Quebec","2011S0503433","Wood pellets boiler with hot water or steam radiators","Percent","239","units ","0","v95638039","19.26","","F","","","0"
"2013","Sherbrooke, Quebec","2011S0503433","Propane boiler with hot water or steam radiators","Percent","239","units ","0","v95638040","19.27","","F","","","0"
"2013","Sherbrooke, Quebec","2011S0503433","Other fuel boiler with hot water or steam radiators","Percent","239","units ","0","v95638041","19.28","","F","","","0"
"2013","Sherbrooke, Quebec","2011S0503433","Electric radiant heating","Percent","239","units ","0","v95638042","19.29","","F","","","0"
"2013","Sherbrooke, Quebec","2011S0503433","Heat pump","Percent","239","units ","0","v95638043","19.30","","F","","","0"
"2013","Sherbrooke, Quebec","2011S0503433","Other type of heating system","Percent","239","units ","0","v95638044","19.31","","F","","","0"
"2013","Sherbrooke, Quebec","2011S0503433","Other electric heating system","Percent","239","units ","0","v95638045","19.32","","F","","","0"
"2013","Sherbrooke, Quebec","2011S0503433","Other natural gas heating system","Percent","239","units ","0","v95638046","19.33","","F","","","0"
"2013","Sherbrooke, Quebec","2011S0503433","Other oil heating system","Percent","239","units ","0","v95638047","19.34","","F","","","0"
"2013","Sherbrooke, Quebec","2011S0503433","Other wood heating system","Percent","239","units ","0","v95638048","19.35","","F","","","0"
"2013","Sherbrooke, Quebec","2011S0503433","Other wood (excluding wood pellets) heating system","Percent","239","units ","0","v95638049","19.36","","F","","","0"
"2013","Sherbrooke, Quebec","2011S0503433","Other wood pellets heating system","Percent","239","units ","0","v95638050","19.37","","F","","","0"
"2013","Sherbrooke, Quebec","2011S0503433","Other propane heating system","Percent","239","units ","0","v95638051","19.38","","F","","","0"
"2013","Sherbrooke, Quebec","2011S0503433","Other fuel heating system","Percent","239","units ","0","v95638052","19.39","","F","","","0"
"2013","Trois-Rivières, Quebec","2011S0503442","All primary heating systems","Percent","239","units ","0","v107791374","20.40","97","","","","0"
"2013","Trois-Rivières, Quebec","2011S0503442","Electricity","Percent","239","units ","0","v107791375","20.41","87","","","","0"
"2013","Trois-Rivières, Quebec","2011S0503442","Natural gas","Percent","239","units ","0","v107791376","20.42","","F","","","0"
"2013","Trois-Rivières, Quebec","2011S0503442","Oil","Percent","239","units ","0","v107791377","20.43","","F","","","0"
"2013","Trois-Rivières, Quebec","2011S0503442","Wood or wood pellets","Percent","239","units ","0","v107791378","20.44","","F","","","0"
"2013","Trois-Rivières, Quebec","2011S0503442","Wood (excluding wood pellets)","Percent","239","units ","0","v107791379","20.45","","F","","","0"
"2013","Trois-Rivières, Quebec","2011S0503442","Wood pellets","Percent","239","units ","0","v107791380","20.46","","F","","","0"
"2013","Trois-Rivières, Quebec","2011S0503442","Propane","Percent","239","units ","0","v107791381","20.47","","F","","","0"
"2013","Trois-Rivières, Quebec","2011S0503442","Other fuel","Percent","239","units ","0","v107791382","20.48","","F","","","0"
"2013","Trois-Rivières, Quebec","2011S0503442","Forced air furnace","Percent","239","units ","0","v95638053","20.1","","F","","","0"
"2013","Trois-Rivières, Quebec","2011S0503442","Electric forced air furnace","Percent","239","units ","0","v95638054","20.2","","F","","","0"
"2013","Trois-Rivières, Quebec","2011S0503442","Natural gas forced air furnace","Percent","239","units ","0","v95638055","20.3","","F","","","0"
"2013","Trois-Rivières, Quebec","2011S0503442","Oil forced air furnace","Percent","239","units ","0","v95638056","20.4","","F","","","0"
"2013","Trois-Rivières, Quebec","2011S0503442","Wood or wood pellets forced air furnace","Percent","239","units ","0","v95638057","20.5","","F","","","0"
"2013","Trois-Rivières, Quebec","2011S0503442","Wood (excluding wood pellets) forced air furnace","Percent","239","units ","0","v95638058","20.6","","F","","","0"
"2013","Trois-Rivières, Quebec","2011S0503442","Wood pellets forced air furnace","Percent","239","units ","0","v95638059","20.7","","F","","","0"
"2013","Trois-Rivières, Quebec","2011S0503442","Propane forced air furnace","Percent","239","units ","0","v95638060","20.8","","F","","","0"
"2013","Trois-Rivières, Quebec","2011S0503442","Other fuel forced air furnace","Percent","239","units ","0","v95638061","20.9","","F","","","0"
"2013","Trois-Rivières, Quebec","2011S0503442","Electric baseboard heaters","Percent","239","units ","0","v95638062","20.10","67","","","","0"
"2013","Trois-Rivières, Quebec","2011S0503442","Heating stove","Percent","239","units ","0","v95638063","20.11","","F","","","0"
"2013","Trois-Rivières, Quebec","2011S0503442","Electric heating stove","Percent","239","units ","0","v95638064","20.12","","F","","","0"
"2013","Trois-Rivières, Quebec","2011S0503442","Natural gas heating stove","Percent","239","units ","0","v95638065","20.13","","F","","","0"
"2013","Trois-Rivières, Quebec","2011S0503442","Oil heating stove","Percent","239","units ","0","v95638066","20.14","","F","","","0"
"2013","Trois-Rivières, Quebec","2011S0503442","Wood heating stove","Percent","239","units ","0","v95638067","20.15","","F","","","0"
"2013","Trois-Rivières, Quebec","2011S0503442","Wood (excluding wood pellets) heating stove","Percent","239","units ","0","v95638068","20.16","","F","","","0"
"2013","Trois-Rivières, Quebec","2011S0503442","Wood pellets heating stove","Percent","239","units ","0","v95638069","20.17","","F","","","0"
"2013","Trois-Rivières, Quebec","2011S0503442","Propane heating stove","Percent","239","units ","0","v95638070","20.18","","F","","","0"
"2013","Trois-Rivières, Quebec","2011S0503442","Other fuel heating stove","Percent","239","units ","0","v95638071","20.19","","F","","","0"
"2013","Trois-Rivières, Quebec","2011S0503442","Boiler with hot water or steam radiators","Percent","239","units ","0","v95638072","20.20","","F","","","0"
"2013","Trois-Rivières, Quebec","2011S0503442","Electric boiler with hot water or steam radiators","Percent","239","units ","0","v95638073","20.21","","F","","","0"
"2013","Trois-Rivières, Quebec","2011S0503442","Natural gas boiler with hot water or steam radiators","Percent","239","units ","0","v95638074","20.22","","F","","","0"
"2013","Trois-Rivières, Quebec","2011S0503442","Oil boiler with hot water or steam radiators","Percent","239","units ","0","v95638075","20.23","","F","","","0"
"2013","Trois-Rivières, Quebec","2011S0503442","Wood boiler with hot water or steam radiators","Percent","239","units ","0","v95638076","20.24","","F","","","0"
"2013","Trois-Rivières, Quebec","2011S0503442","Wood (excluding wood pellets) boiler with hot water or steam radiators","Percent","239","units ","0","v95638077","20.25","","F","","","0"
"2013","Trois-Rivières, Quebec","2011S0503442","Wood pellets boiler with hot water or steam radiators","Percent","239","units ","0","v95638078","20.26","","F","","","0"
"2013","Trois-Rivières, Quebec","2011S0503442","Propane boiler with hot water or steam radiators","Percent","239","units ","0","v95638079","20.27","","F","","","0"
"2013","Trois-Rivières, Quebec","2011S0503442","Other fuel boiler with hot water or steam radiators","Percent","239","units ","0","v95638080","20.28","","F","","","0"
"2013","Trois-Rivières, Quebec","2011S0503442","Electric radiant heating","Percent","239","units ","0","v95638081","20.29","","F","","","0"
"2013","Trois-Rivières, Quebec","2011S0503442","Heat pump","Percent","239","units ","0","v95638082","20.30","","F","","","0"
"2013","Trois-Rivières, Quebec","2011S0503442","Other type of heating system","Percent","239","units ","0","v95638083","20.31","","F","","","0"
"2013","Trois-Rivières, Quebec","2011S0503442","Other electric heating system","Percent","239","units ","0","v95638084","20.32","","F","","","0"
"2013","Trois-Rivières, Quebec","2011S0503442","Other natural gas heating system","Percent","239","units ","0","v95638085","20.33","","F","","","0"
"2013","Trois-Rivières, Quebec","2011S0503442","Other oil heating system","Percent","239","units ","0","v95638086","20.34","","F","","","0"
"2013","Trois-Rivières, Quebec","2011S0503442","Other wood heating system","Percent","239","units ","0","v95638087","20.35","","F","","","0"
"2013","Trois-Rivières, Quebec","2011S0503442","Other wood (excluding wood pellets) heating system","Percent","239","units ","0","v95638088","20.36","","F","","","0"
"2013","Trois-Rivières, Quebec","2011S0503442","Other wood pellets heating system","Percent","239","units ","0","v95638089","20.37","","F","","","0"
"2013","Trois-Rivières, Quebec","2011S0503442","Other propane heating system","Percent","239","units ","0","v95638090","20.38","","F","","","0"
"2013","Trois-Rivières, Quebec","2011S0503442","Other fuel heating system","Percent","239","units ","0","v95638091","20.39","","F","","","0"
"2013","Montréal, Quebec","2011S0503462","All primary heating systems","Percent","239","units ","0","v107791383","21.40","91","","","","0"
"2013","Montréal, Quebec","2011S0503462","Electricity","Percent","239","units ","0","v107791384","21.41","76","","","","0"
"2013","Montréal, Quebec","2011S0503462","Natural gas","Percent","239","units ","0","v107791385","21.42","10","E","","","0"
"2013","Montréal, Quebec","2011S0503462","Oil","Percent","239","units ","0","v107791386","21.43","5","","","","0"
"2013","Montréal, Quebec","2011S0503462","Wood or wood pellets","Percent","239","units ","0","v107791387","21.44","","F","","","0"
"2013","Montréal, Quebec","2011S0503462","Wood (excluding wood pellets)","Percent","239","units ","0","v107791388","21.45","","F","","","0"
"2013","Montréal, Quebec","2011S0503462","Wood pellets","Percent","239","units ","0","v107791389","21.46","","F","","","0"
"2013","Montréal, Quebec","2011S0503462","Propane","Percent","239","units ","0","v107791390","21.47","","F","","","0"
"2013","Montréal, Quebec","2011S0503462","Other fuel","Percent","239","units ","0","v107791391","21.48","","F","","","0"
"2013","Montréal, Quebec","2011S0503462","Forced air furnace","Percent","239","units ","0","v95638092","21.1","15","","","","0"
"2013","Montréal, Quebec","2011S0503462","Electric forced air furnace","Percent","239","units ","0","v95638093","21.2","60","","","","0"
"2013","Montréal, Quebec","2011S0503462","Natural gas forced air furnace","Percent","239","units ","0","v95638094","21.3","30","E","","","0"
"2013","Montréal, Quebec","2011S0503462","Oil forced air furnace","Percent","239","units ","0","v95638095","21.4","18","E","","","0"
"2013","Montréal, Quebec","2011S0503462","Wood or wood pellets forced air furnace","Percent","239","units ","0","v95638096","21.5","","F","","","0"
"2013","Montréal, Quebec","2011S0503462","Wood (excluding wood pellets) forced air furnace","Percent","239","units ","0","v95638097","21.6","","F","","","0"
"2013","Montréal, Quebec","2011S0503462","Wood pellets forced air furnace","Percent","239","units ","0","v95638098","21.7","","F","","","0"
"2013","Montréal, Quebec","2011S0503462","Propane forced air furnace","Percent","239","units ","0","v95638099","21.8","","F","","","0"
"2013","Montréal, Quebec","2011S0503462","Other fuel forced air furnace","Percent","239","units ","0","v95638100","21.9","","F","","","0"
"2013","Montréal, Quebec","2011S0503462","Electric baseboard heaters","Percent","239","units ","0","v95638101","21.10","63","","","","0"
"2013","Montréal, Quebec","2011S0503462","Heating stove","Percent","239","units ","0","v95638102","21.11","","F","","","0"
"2013","Montréal, Quebec","2011S0503462","Electric heating stove","Percent","239","units ","0","v95638103","21.12","","F","","","0"
"2013","Montréal, Quebec","2011S0503462","Natural gas heating stove","Percent","239","units ","0","v95638104","21.13","","F","","","0"
"2013","Montréal, Quebec","2011S0503462","Oil heating stove","Percent","239","units ","0","v95638105","21.14","","F","","","0"
"2013","Montréal, Quebec","2011S0503462","Wood heating stove","Percent","239","units ","0","v95638106","21.15","","F","","","0"
"2013","Montréal, Quebec","2011S0503462","Wood (excluding wood pellets) heating stove","Percent","239","units ","0","v95638107","21.16","","F","","","0"
"2013","Montréal, Quebec","2011S0503462","Wood pellets heating stove","Percent","239","units ","0","v95638108","21.17","","F","","","0"
"2013","Montréal, Quebec","2011S0503462","Propane heating stove","Percent","239","units ","0","v95638109","21.18","","F","","","0"
"2013","Montréal, Quebec","2011S0503462","Other fuel heating stove","Percent","239","units ","0","v95638110","21.19","","F","","","0"
"2013","Montréal, Quebec","2011S0503462","Boiler with hot water or steam radiators","Percent","239","units ","0","v95638111","21.20","9","E","","","0"
"2013","Montréal, Quebec","2011S0503462","Electric boiler with hot water or steam radiators","Percent","239","units ","0","v95638112","21.21","24","E","","","0"
"2013","Montréal, Quebec","2011S0503462","Natural gas boiler with hot water or steam radiators","Percent","239","units ","0","v95638113","21.22","51","E","","","0"
"2013","Montréal, Quebec","2011S0503462","Oil boiler with hot water or steam radiators","Percent","239","units ","0","v95638114","21.23","21","E","","","0"
"2013","Montréal, Quebec","2011S0503462","Wood boiler with hot water or steam radiators","Percent","239","units ","0","v95638115","21.24","","F","","","0"
"2013","Montréal, Quebec","2011S0503462","Wood (excluding wood pellets) boiler with hot water or steam radiators","Percent","239","units ","0","v95638116","21.25","","F","","","0"
"2013","Montréal, Quebec","2011S0503462","Wood pellets boiler with hot water or steam radiators","Percent","239","units ","0","v95638117","21.26","","F","","","0"
"2013","Montréal, Quebec","2011S0503462","Propane boiler with hot water or steam radiators","Percent","239","units ","0","v95638118","21.27","","F","","","0"
"2013","Montréal, Quebec","2011S0503462","Other fuel boiler with hot water or steam radiators","Percent","239","units ","0","v95638119","21.28","","F","","","0"
"2013","Montréal, Quebec","2011S0503462","Electric radiant heating","Percent","239","units ","0","v95638120","21.29","","F","","","0"
"2013","Montréal, Quebec","2011S0503462","Heat pump","Percent","239","units ","0","v95638121","21.30","7","E","","","0"
"2013","Montréal, Quebec","2011S0503462","Other type of heating system","Percent","239","units ","0","v95638122","21.31","","F","","","0"
"2013","Montréal, Quebec","2011S0503462","Other electric heating system","Percent","239","units ","0","v95638123","21.32","","F","","","0"
"2013","Montréal, Quebec","2011S0503462","Other natural gas heating system","Percent","239","units ","0","v95638124","21.33","","F","","","0"
"2013","Montréal, Quebec","2011S0503462","Other oil heating system","Percent","239","units ","0","v95638125","21.34","","F","","","0"
"2013","Montréal, Quebec","2011S0503462","Other wood heating system","Percent","239","units ","0","v95638126","21.35","","F","","","0"
"2013","Montréal, Quebec","2011S0503462","Other wood (excluding wood pellets) heating system","Percent","239","units ","0","v95638127","21.36","","F","","","0"
"2013","Montréal, Quebec","2011S0503462","Other wood pellets heating system","Percent","239","units ","0","v95638128","21.37","","F","","","0"
"2013","Montréal, Quebec","2011S0503462","Other propane heating system","Percent","239","units ","0","v95638129","21.38","","F","","","0"
"2013","Montréal, Quebec","2011S0503462","Other fuel heating system","Percent","239","units ","0","v95638130","21.39","","F","","","0"
"2013","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","All primary heating systems","Percent","239","units ","0","v107791392","22.40","97","","","","0"
"2013","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","Electricity","Percent","239","units ","0","v107791393","22.41","32","","","","0"
"2013","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","Natural gas","Percent","239","units ","0","v107791394","22.42","55","","","","0"
"2013","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","Oil","Percent","239","units ","0","v107791395","22.43","4","E","","","0"
"2013","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","Wood or wood pellets","Percent","239","units ","0","v107791396","22.44","","F","","","0"
"2013","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","Wood (excluding wood pellets)","Percent","239","units ","0","v107791397","22.45","","F","","","0"
"2013","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","Wood pellets","Percent","239","units ","0","v107791398","22.46","","F","","","0"
"2013","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","Propane","Percent","239","units ","0","v107791399","22.47","","F","","","0"
"2013","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","Other fuel","Percent","239","units ","0","v107791400","22.48","","F","","","0"
"2013","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","Forced air furnace","Percent","239","units ","0","v95638131","22.1","62","","","","0"
"2013","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","Electric forced air furnace","Percent","239","units ","0","v95638132","22.2","8","E","","","0"
"2013","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","Natural gas forced air furnace","Percent","239","units ","0","v95638133","22.3","81","","","","0"
"2013","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","Oil forced air furnace","Percent","239","units ","0","v95638134","22.4","6","E","","","0"
"2013","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","Wood or wood pellets forced air furnace","Percent","239","units ","0","v95638135","22.5","","F","","","0"
"2013","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","Wood (excluding wood pellets) forced air furnace","Percent","239","units ","0","v95638136","22.6","","F","","","0"
"2013","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","Wood pellets forced air furnace","Percent","239","units ","0","v95638137","22.7","","F","","","0"
"2013","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","Propane forced air furnace","Percent","239","units ","0","v95638138","22.8","","F","","","0"
"2013","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","Other fuel forced air furnace","Percent","239","units ","0","v95638139","22.9","","F","","","0"
"2013","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","Electric baseboard heaters","Percent","239","units ","0","v95638140","22.10","24","","","","0"
"2013","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","Heating stove","Percent","239","units ","0","v95638141","22.11","","F","","","0"
"2013","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","Electric heating stove","Percent","239","units ","0","v95638142","22.12","","F","","","0"
"2013","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","Natural gas heating stove","Percent","239","units ","0","v95638143","22.13","","F","","","0"
"2013","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","Oil heating stove","Percent","239","units ","0","v95638144","22.14","","F","","","0"
"2013","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","Wood heating stove","Percent","239","units ","0","v95638145","22.15","","F","","","0"
"2013","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","Wood (excluding wood pellets) heating stove","Percent","239","units ","0","v95638146","22.16","","F","","","0"
"2013","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","Wood pellets heating stove","Percent","239","units ","0","v95638147","22.17","","F","","","0"
"2013","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","Propane heating stove","Percent","239","units ","0","v95638148","22.18","","F","","","0"
"2013","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","Other fuel heating stove","Percent","239","units ","0","v95638149","22.19","","F","","","0"
"2013","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","Boiler with hot water or steam radiators","Percent","239","units ","0","v95638150","22.20","7","E","","","0"
"2013","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","Electric boiler with hot water or steam radiators","Percent","239","units ","0","v95638151","22.21","","F","","","0"
"2013","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","Natural gas boiler with hot water or steam radiators","Percent","239","units ","0","v95638152","22.22","54","E","","","0"
